,Assignee Location,Assignee Name,Fields,Patent Number,Title (Patent Number),fetched,Year,CPC Category
439,"Tokyo, JP",NSK-WARNER K.K.,F,"6,237,727",#6237727,True,2001,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
440,"Tokyo, JP",MITSUBISHI MATERIALS CORPORATION,C,"6,238,148",#6238148,True,2001,"Chemistry, Metallurgy"
442,"Wilmington, DE","CRS HOLDINGS, INC.",C,"6,238,455",#6238455,True,2001,"Chemistry, Metallurgy"
443,"Veldhoven, NL",ODME INTERNATIONAL B.V.,G,"6,238,846",#6238846,True,2001,Physics
444,"Hsin-chu, TW",TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY,H,"6,239,023",#6239023,True,2001,Electricity
445,"North Charleston, SC","POLYMER GROUP, INC.",B,"6,239,047",#6239047,True,2001,"Performing Operations, Transporting"
446,"West Conshohocken, PA","MEDIMMUNE ONCOLOGY, INC.",A,"6,239,119",#6239119,True,2001,Human Necessities
447,"Northfield, IL",STEPAN COMPANY,C,"6,239,240",#6239240,True,2001,"Chemistry, Metallurgy"
448,"Louisville, CO",STORAGE TECHNOLOGY CORPORATION,G,"6,239,930",#6239930,True,2001,Physics
449,"Osaka, JP","MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.",H,"6,239,965",#6239965,True,2001,Electricity
450,"Kawasaki, JP",KABUSHIKI KAISHA TOSHIBA,G,"6,240,022",#6240022,True,2001,Physics
451,"Tokyo, JP",NEC CORPORATION,H,"6,240,063",#6240063,True,2001,Electricity
452,"Broomfield, CO",MCDATA CORPORATION,H,"6,240,096",#6240096,True,2001,Electricity
453,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,G,"6,240,549",#6240549,True,2001,Physics
454,"Kawagoe, JPPetroleum Energy Center",KOMATSU ZENOAH CO.,F,"6,240,886",#6240886,True,2001,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
456,"Paris, FR",L'OREAL,G,"6,241,129",#6241129,True,2001,Physics
458,SE,PRECISE BIOMETRICS AB,G,"6,241,288",#6241288,True,2001,Physics
459,"Kirkland, WA","LIFESPEX, INC.",G,"6,241,662",#6241662,True,2001,Physics
460,"Abbott Park, IL",ABBOTT LABORATORIES,A,"6,241,663",#6241663,True,2001,Human Necessities
461,"Paris, FR",L'OREAL,A,"6,241,785",#6241785,True,2001,Human Necessities
462,"Cleves, OH",SPECIALTY ADHESIVE FILM CO.,B,"6,241,841",#6241841,True,2001,"Performing Operations, Transporting"
463,"State College, PA",SPECTRUMEDIX CORPORATION,B,"6,241,949",#6241949,True,2001,"Performing Operations, Transporting"
465,"Osaka, JP","DAIKIN INDUSTRIES, LTD.",C,"6,242,410",#6242410,True,2001,"Chemistry, Metallurgy"
466,"Tokyo, JP","SHIN-ETSU CHEMICAL CO., LTD.",C,"6,242,629",#6242629,True,2001,"Chemistry, Metallurgy"
467,"Middlesex, GB",CENTRAL RESEARCH LABORATORIES LIMITED,H,"6,242,868",#6242868,True,2001,Electricity
468,"Northamptonshire, GB",PHOENIX VSLI CONSULTANTS LTD.,H,"6,242,965",#6242965,True,2001,Electricity
469,"Hamilton, BM","3D LABS INC., LTD.",G,"6,243,107",#6243107,True,2001,Physics
470,"Steinach, CH",TYCO ELECTRONICS LOGISTICS A.G.,H,"6,243,278",#6243278,True,2001,Electricity
471,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,H,"6,243,378",#6243378,True,2001,Electricity
472,"Sunnyvale, CA","ADVANCED MICRO DEVICES, INC.",H,"6,243,426",#6243426,True,2001,Electricity
473,"Corning, NY",CORNING INCORPORATED,G,"6,243,527",#6243527,True,2001,Physics
474,"Palo Alto, CA",HEWLETT-PACKARD COMPANY,G,"6,243,829",#6243829,True,2001,Physics
475,"Wilmington, DE","ITT MANUFACTURING ENTERPRISES, INC.",F,"6,243,928",#6243928,True,2001,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
476,"Corning, NY",CORNING INCORPORATED,C,"6,244,099",#6244099,True,2001,"Chemistry, Metallurgy"
477,"Toms River, NJ","M.E.C. TECHNOLOGY, INC.",B,"6,244,641",#6244641,True,2001,"Performing Operations, Transporting"
478,"Stuttgart, DE",ROBERT BOSCH GMBH,B,"6,244,672",#6244672,True,2001,"Performing Operations, Transporting"
479,"Nagano, JP",KABUSHIKI KAISHA SANKYO SEIKI SESAKUSHO,F,"6,244,749",#6244749,True,2001,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
480,"Freiburg, DE",MICRONAS INTERMETALL GMBH,A,"6,245,057",#6245057,True,2001,Human Necessities
481,"St. Paul, MN",3M INNOVATIVE PROPERTIES COMPANY,B,"6,245,150",#6245150,True,2001,"Performing Operations, Transporting"
482,"Morristown, NJ",HONEYWELL INTERNATIONAL INC,H,"6,246,305",#6246305,True,2001,Electricity
483,86 Ltd.,BARAN ADVANCED TECHNOLOGIES,G,"6,246,337",#6246337,True,2001,Physics
485,"Houston, TX",COMPAQ COMPUTER CORPORATION,G,"6,246,575",#6246575,True,2001,Physics
486,"Suwon, KR","SAMSUNG ELECTRONICS CO., LTD.",H,"6,246,827",#6246827,True,2001,Electricity
487,"Omiya, JP","FUJI PHOTO OPTICAL CO., LTD.",G,"6,246,835",#6246835,True,2001,Physics
488,"Cincinnati, OH",TECHNOLOGY LICENSING CORP,E,"6,247,267",#6247267,True,2001,Fixed Construction
489,"Kanagawa-ken, JP","TOKICO, LTD.",F,"6,247,561",#6247561,True,2001,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
490,"Kawasaki, JP",FUJITSU LIMITED,G,"6,247,646",#6247646,True,2001,Physics
491,"Fort Collins, CO","TELEDYNE INDUSTRIES, INC.",A,"6,247,929",#6247929,True,2001,Human Necessities
493,"Huddersfield, GB",JAMES ROBINSON LIMITED,C,"6,248,264",#6248264,True,2001,"Chemistry, Metallurgy"
494,"Kanagawa, JP","FUJI PHOTO FILM CO., LTD.",G,"6,248,500",#6248500,True,2001,Physics
496,"Cambridge, MARegents of the University of California","MILLENNIUM PHARMACEUTICALS, INC.",C,"6,248,528",#6248528,True,2001,"Chemistry, Metallurgy"
497,"Ludwigshafen, DE",BASF AKTIENGESELLSCHAFT,C,"6,248,871",#6248871,True,2001,"Chemistry, Metallurgy"
498,"San Diego, CA","CYTOVIA, INC.",C,"6,248,904",#6248904,True,2001,"Chemistry, Metallurgy"
499,"Tokyo, JP","HITACHI, LTD.",H,"6,248,998",#6248998,True,2001,Electricity
500,"Boise, ID","MICRON TECHNOLOGY, INC.",H,"6,249,019",#6249019,True,2001,Electricity
501,"Sunnyvale, CA","ADVANCED MICRO DEVICES, INC.",G,"6,249,036",#6249036,True,2001,Physics
502,"Tokyo, JP",COBURN JAPAN CORPORATION,F,"6,249,092",#6249092,True,2001,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
503,"Suwa, JP",SEIKO EPSON CORPORATION,G,"6,249,275",#6249275,True,2001,Physics
504,"Linthicum, MD",CIENA CORPORATION,G,"6,249,365",#6249365,True,2001,Physics
505,"New York, NY",AT&T CORPORATION,H,"6,249,675",#6249675,True,2001,Electricity
506,"Troy, MI","MERITOR LIGHT VEHICLE TECHNOLOGY, LLC",G,"6,249,732",#6249732,True,2001,Physics
507,"White Plains, NY","SYSTEM MANAGEMENT ARTS, INC.",G,"6,249,755",#6249755,True,2001,Physics
508,"Tokyo, JP","HITACHI, LTD.",G,"6,249,837",#6249837,True,2001,Physics
509,"Redmond, WA",MICROSOFT CORPORATION,G,"6,249,908",#6249908,True,2001,Physics
510,"Palo Alto, CA",HEWLETT-PACKARD COMPANY,G,"6,249,910",#6249910,True,2001,Physics
511,"Knoxville, TN","SAFE TECH, INC.",F,"6,250,008",#6250008,True,2001,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
512,"Norcross, GA","LOADMASTER SYSTEMS, INC.",E,"6,250,036",#6250036,True,2001,Fixed Construction
514,"Seattle, WA",THE BOEING COMPANY,B,"6,250,149",#6250149,True,2001,"Performing Operations, Transporting"
515,"Ames, IA",SAUER-DANFOSS INC.,F,"6,250,206",#6250206,True,2001,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
516,DE,HONEYWELL AG,G,"6,250,559",#6250559,True,2001,Physics
517,"Washington, DC",THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE AIR FORCE,B,"6,250,588",#6250588,True,2001,"Performing Operations, Transporting"
519,"Eau Claire, WI","NMC WOLLARD, INC.",B,"6,250,679",#6250679,True,2001,"Performing Operations, Transporting"
520,"Tokyo, JP",CANON KABUSHIKI KAISHA,B,"6,250,735",#6250735,True,2001,"Performing Operations, Transporting"
521,"St. Paul, MN",3M INNOVATIVE PROPERTIES COMPANY,B,"6,251,002",#6251002,True,2001,"Performing Operations, Transporting"
522,"Wichita Falls, TX","ANDERSON CONTROLS, LC",B,"6,251,166",#6251166,True,2001,"Performing Operations, Transporting"
523,"St. Paul, MN",3M INNOVATIVE PROPERTIES COMPANY,G,"6,251,212",#6251212,True,2001,Physics
524,"High Point, NC","BANNER PHARMACAPS, INC.",A,"6,251,426",#6251426,True,2001,Human Necessities
525,"Brentford, GB",SMITHKLINE BEECHAM P.L.C.,A,"6,251,441",#6251441,True,2001,Human Necessities
526,"Gifu, JP","IBIDEN CO., LTD.",H,"6,251,502",#6251502,True,2001,Electricity
527,"Tokyo-To, JP",JAPAN POLYCHEM CORPORATION,B,"6,251,510",#6251510,True,2001,"Performing Operations, Transporting"
528,"Sunnyvale, CA","ADVANCED MICRO DEVICES, INC.",G,"6,251,545",#6251545,True,2001,Physics
529,"Oberschleibheim, DE",GSF-FORSCHUNGSZENTRUM FUR UMWELT UND GESUNDHEIT,C,"6,251,672",#6251672,True,2001,"Chemistry, Metallurgy"
530,"Singapore, SG",CHARTERED SEMICONDUCTOR MANUFACTURING LTD.,H,"6,251,786",#6251786,True,2001,Electricity
531,"Toyota, JP",TOYOTA JIDOSHA KABUSHIKI KAISHA,B,"6,251,820",#6251820,True,2001,"Performing Operations, Transporting"
532,"Santa Clara, CA","OPTREAL BIOPSY TECHNOLOGIES, INC.",A,"6,252,666",#6252666,True,2001,Human Necessities
533,"Copalgue, NY","TZI INDUSTRIES, INC.",H,"6,252,754",#6252754,True,2001,Electricity
534,"Kanagawa-ken, JP","FUJI PHOTO FILM CO., LTD.",A,"6,252,932",#6252932,True,2001,Human Necessities
536,"Osaka, JP",SHARP KABUSHIKI KAISHA,G,"6,253,048",#6253048,True,2001,Physics
537,"San Jose, CA",DUQUETTE; DAVID M.,B,"6,253,644",#6253644,True,2001,"Performing Operations, Transporting"
538,"Dearborn, MI","FORD GLOBAL TECHNOLOGIES, INC.",A,"6,253,713",#6253713,True,2001,Human Necessities
539,"Newnan, GA",S.O.B. PARTNERSHIP,B,"6,253,960",#6253960,True,2001,"Performing Operations, Transporting"
540,"Rochester, NY","JOHN D. BUSH & CO., INC.",E,"6,254,149",#6254149,True,2001,Fixed Construction
541,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,H,"6,254,410",#6254410,True,2001,Electricity
542,"Louisville, KY","AAF INTERNATIONAL, INC.",F,"6,254,476",#6254476,True,2001,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
544,"Komaki, JP",COLIN CORPORATION,A,"6,254,544",#6254544,True,2001,Human Necessities
545,"Houston, TX",HAHN & CLAY,C,"6,254,733",#6254733,True,2001,"Chemistry, Metallurgy"
546,"Cincinnati, OH",GENERAL ELECTRIC COMPANY,C,"6,255,001",#6255001,True,2001,"Chemistry, Metallurgy"
547,"Cold Spring Harbor, NY",COLD SPRING HARBOR LABORATORY,C,"6,255,071",#6255071,True,2001,"Chemistry, Metallurgy"
548,"Sunnyvale, CA","ADVANCED MICRO DEVICES, INC.",H,"6,255,147",#6255147,True,2001,Electricity
549,"Houston, TX",EXXON CHEMICAL PATENTS INC.,C,"6,255,262",#6255262,True,2001,"Chemistry, Metallurgy"
550,"Paris, FR",L'OREAL,A,"6,255,297",#6255297,True,2001,Human Necessities
551,"Marietta, GA","NEOTONUS, INC.",G,"6,255,815",#6255815,True,2001,Physics
552,"San Jose, CA","XILINX, INC.",H,"6,255,848",#6255848,True,2001,Electricity
553,"Cambridge, CA",COM DEV LIMITED,H,"6,255,919",#6255919,True,2001,Electricity
554,"Munich, DE",SIEMENS AKTIENGESELLSCHAFT,H,"6,256,297",#6256297,True,2001,Electricity
555,"Palo Alto, CA","SUN MICROSYSTEMS, INC.",G,"6,256,657",#6256657,True,2001,Physics
556,"Berkeley, CA","BIGFIX, INC.",G,"6,256,664",#6256664,True,2001,Physics
557,"Santa Clara, CA",INTEL CORPORATION,G,"6,256,697",#6256697,True,2001,Physics
560,"Nagoya, JP","NGK INSULATORS, LTD.",B,"6,257,224",#6257224,True,2001,"Performing Operations, Transporting"
562,"Charlotte, NC",THE B.F. GOODRICH COMPANY,C,"6,257,881",#6257881,True,2001,"Chemistry, Metallurgy"
563,"Tokyo, JPDigital Audio Disc Corporation",SONY CORPORATION,H,"6,257,932",#6257932,True,2001,Electricity
564,"Palo Alto, CA","AGILENT TECHNOLOGIES, INC.",A,"6,258,033",#6258033,True,2001,Human Necessities
565,"Mountain View, CA","EMBOL-X, INC.",A,"6,258,120",#6258120,True,2001,Human Necessities
566,"Worcester, MA","SAINT-GOBAIN INDUSTRIAL CERAMICS, INC.",B,"6,258,137",#6258137,True,2001,"Performing Operations, Transporting"
567,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,B,"6,258,192",#6258192,True,2001,"Performing Operations, Transporting"
568,"Sammamish, WA",PERSING; DAVID H.,A,"6,258,320",#6258320,True,2001,Human Necessities
569,"Rochester, NY",EASTMAN KODAK COMPANY,B,"6,258,494",#6258494,True,2001,"Performing Operations, Transporting"
570,"Tokyo, JP",CANON KABUSHIKI KAISHA,G,"6,258,498",#6258498,True,2001,Physics
571,"Midland, MI",THE DOW CHEMICAL COMPANY,A,"6,258,749",#6258749,True,2001,Human Necessities
572,"Missoula, MT",THE UNIVERSITY OF MONTANA,A,"6,258,796",#6258796,True,2001,Human Necessities
573,"Oakland, CAArizonia Board of Regents Behalf of the University of Arizonia",THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,A,"6,258,845",#6258845,True,2001,Human Necessities
574,"Suwon, KR","SAMSUNG ELECTRONICS CO., LTD.",G,"6,259,172",#6259172,True,2001,Physics
575,"Tokyo, JP",JOEL LTD.,G,"6,259,960",#6259960,True,2001,Physics
576,"Hopkinton, MA",EMC CORPORATION,G,"6,260,120",#6260120,True,2001,Physics
577,"Rehovot, IL","GOTIT, LTD.",B,"6,260,474",#6260474,True,2001,"Performing Operations, Transporting"
578,"Kaohsiung, JP",ORIENT SEMICONDUCTOR ELECTRONICS LTD.,H,"6,260,611",#6260611,True,2001,Electricity
579,"Houston, TX","SMITH INTERNATIONAL, INC.",E,"6,260,639",#6260639,True,2001,Fixed Construction
580,"Columbus, OH",THE OHIO STATE UNIVERSITY,A,"6,261,299",#6261299,True,2001,Human Necessities
581,"Oakland, CA",THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,C,"6,261,791",#6261791,True,2001,"Chemistry, Metallurgy"
582,"Tarrytown, NY",BAYER CORPORATION,B,"6,261,847",#6261847,True,2001,"Performing Operations, Transporting"
583,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,H,"6,261,933",#6261933,True,2001,Electricity
584,"Ludwigshafen, DE",BASF AKTIENGESELLSCHAFT,C,"6,262,194",#6262194,True,2001,"Chemistry, Metallurgy"
585,"Minneapolis, MN",CROWN IRON WORKS COMPANY,C,"6,262,285",#6262285,True,2001,"Chemistry, Metallurgy"
587,"Tokyo, JP","OLYMPUS OPTICAL CO., LTD.",G,"6,262,837",#6262837,True,2001,Physics
588,"New York, NY",U.S. PHILIPS CORPORATION,H,"6,263,044",#6263044,True,2001,Electricity
589,"Fremont, CA",AVANEX CORPORATION,G,"6,263,129",#6263129,True,2001,Physics
590,"Hsinchu, TW",INDUSTRIAL TECHNOLOGY RESEARCH INSTITUTE,G,"6,263,410",#6263410,True,2001,Physics
591,"San Jose, CA","CADENCE DESIGN SYSTEMS, INC.",G,"6,263,478",#6263478,True,2001,Physics
592,"Farmington, CT",CARRIER CORPORATION,F,"6,263,686",#6263686,True,2001,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
593,"St. Louis, MO",METAL CONTAINER CORPORATION,B,"6,263,719",#6263719,True,2001,"Performing Operations, Transporting"
596,"Somerset West, ZA",LIEBENBERG; NEIL,B,"6,264,217",#6264217,True,2001,"Performing Operations, Transporting"
597,"Osaka, JP",CHISSO CORPORATION,C,"6,265,203",#6265203,True,2001,"Chemistry, Metallurgy"
598,"Gentilly, FR",STMICROELECTRONICS S.A.,H,"6,265,275",#6265275,True,2001,Electricity
599,"Phoenix, AZ",REEVES; LAURA SULLIVAN,A,"6,265,346",#6265346,True,2001,Human Necessities
600,"Meriden, KS","PTMW, INC.",H,"6,265,658",#6265658,True,2001,Electricity
601,"Courbevoie, FR",JEUMONT INDUSTRIE,H,"6,265,805",#6265805,True,2001,Electricity
602,"San Jose, CA",VLSI TECHNOLOGY INC.,H,"6,265,904",#6265904,True,2001,Electricity
603,"Tokyo, JP",NEC CORPORATION,G,"6,265,912",#6265912,True,2001,Physics
604,"Princeton, NJ",TRUSTEES OF PRINCETON UNIVERSITY,H,"6,265,999",#6265999,True,2001,Electricity
605,"Martinsville, VA",CPFILMS INC.,G,"6,266,193",#6266193,True,2001,Physics
606,"Stuttgart, DE",DAIMLERCHRYSLER AG,F,"6,266,587",#6266587,True,2001,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
608,"Palo Alto, CA",HEWLETT-PACKARD COMPANY,G,"6,266,791",#6266791,True,2001,Physics
609,"Canton, MA",ROBOTIC VISION SYSTEMS INC.,G,"6,267,294",#6267294,True,2001,Physics
610,"Basking Ridge, NJ",AVAYA TECHNOLOGY CORP.,F,"6,267,543",#6267543,True,2001,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
612,"Palo Alto, CA","ELECTRIC POWER RESEARCH INSTITUTE, INC.",B,"6,267,940",#6267940,True,2001,"Performing Operations, Transporting"
613,"Philadelphia, PA",SMITHKLINE BEECHAM CORPORATION,C,"6,268,179",#6268179,True,2001,"Chemistry, Metallurgy"
614,"Agrate Brianza, IT",STMICROELECTRONICS S.R.L.,H,"6,268,247",#6268247,True,2001,Electricity
615,"Boston, MA",CABOT CORPORATION,C,"6,268,407",#6268407,True,2001,"Chemistry, Metallurgy"
616,"Osaka, JP","SUMITOMO CHEMICAL COMPANY, LIMITED",C,"6,268,525",#6268525,True,2001,"Chemistry, Metallurgy"
617,"Marlborough, MA",SEPRACOR INC.,C,"6,268,533",#6268533,True,2001,"Chemistry, Metallurgy"
618,"Taipei, TW",INVENTEC APPLIANCES CORP.,H,"6,268,709",#6268709,True,2001,Electricity
619,"Tokyo, JP",CANON KABUSHIKI KAISHA,G,"6,268,877",#6268877,True,2001,Physics
620,"Tokyo, JP",CANON KABUSHIKI KAISHA,G,"6,268,885",#6268885,True,2001,Physics
621,"Tokyo, JP","OLYMPUS OPTICAL CO., LTD.",G,"6,269,182",#6269182,True,2001,Physics
622,"Los Angeles, CA",ITHACA MEDIA CORPORATION,G,"6,269,238",#6269238,True,2001,Physics
623,"Hopkinton, MA",EMC CORPORATION,G,"6,269,381",#6269381,True,2001,Physics
624,"Treviso, IT",COMAS S.P.A.,A,"6,269,550",#6269550,True,2001,Human Necessities
625,"Houston, TX",AGIP OIL US L.L.C.,E,"6,269,641",#6269641,True,2001,Fixed Construction
626,"Newark, DE",EMHART INC.,B,"6,270,044",#6270044,True,2001,"Performing Operations, Transporting"
627,"Yokohama, JP","NISSAN MOTOR CO., LTD.",B,"6,270,151",#6270151,True,2001,"Performing Operations, Transporting"
628,"Eugene, OR",DN LABS INC,G,"6,270,244",#6270244,True,2001,Physics
629,"Seoul, KR",HYUNDAI MOTOR COMPANY,H,"6,270,378",#6270378,True,2001,Electricity
630,"Detmold, DE",WEIDMULLER INTERFACE GMBH & CO.,H,"6,270,383",#6270383,True,2001,Electricity
631,"Chicopee, MA","SPALDING SPORTS WORLDWIDE, INC.",A,"6,270,429",#6270429,True,2001,Human Necessities
633,JP,"MURATA MANUFACTURING CO., LTD.",C,"6,270,880",#6270880,True,2001,"Chemistry, Metallurgy"
634,"St. Paul, MN",3M INNOVATIVE PROPERTIES COMPANY,B,"6,270,910",#6270910,True,2001,"Performing Operations, Transporting"
635,"San Ramon, CA",ODYSSEY PHARMACEUTICALS INC.,A,"6,270,964",#6270964,True,2001,Human Necessities
636,"Carlsbad, CA",INVITROGEN CORPORATION,A,"6,271,032",#6271032,True,2001,Human Necessities
637,"Gaithersburg, MD","IGEN INTERNATIONAL, INC.",C,"6,271,041",#6271041,True,2001,"Chemistry, Metallurgy"
638,"Schaumburg, IL","MOTOROLA, INC.",H,"6,271,106",#6271106,True,2001,Electricity
639,"Fort Worth, TX","ALCON LABORATORIES, INC.",A,"6,271,224",#6271224,True,2001,Human Necessities
640,"New York, NY",PFIZER INC,A,"6,271,268",#6271268,True,2001,Human Necessities
641,"Ludwigsafen, DE",BASF AKTIENGESELLSCHAFT,C,"6,271,329",#6271329,True,2001,"Chemistry, Metallurgy"
642,"Little Rock, AR",UNIVERSITY OF ARKANSAS,B,"6,271,520",#6271520,True,2001,"Performing Operations, Transporting"
643,"Tokyo, JP",USHIODENKI KABUSHIKI KAISHA,H,"6,271,628",#6271628,True,2001,Electricity
644,"Dayton, OH","DISPLAY EDGE TECHNOLOGY, LTD.",G,"6,271,807",#6271807,True,2001,Physics
645,"Suwon, KR","SAMSUNG ELECTRONICS CO., LTD.",G,"6,272,065",#6272065,True,2001,Physics
646,"Schaumburg, IL","NIELSEN MEDIA RESEARCH, INC.",H,"6,272,176",#6272176,True,2001,Electricity
647,"Munich, DE",SIEMENS AKTIENGESELLSCHAFT,H,"6,272,205",#6272205,True,2001,Electricity
648,"Tokyo, JP",NIPPON TELEGRAPH AND TELEPHONE CORPORATION,H,"6,272,278",#6272278,True,2001,Electricity
649,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,G,"6,272,590",#6272590,True,2001,Physics
650,"Tokyo, JP","ALPS ELECTRIC CO., LTD.",B,"6,272,912",#6272912,True,2001,"Performing Operations, Transporting"
651,"Signal Hill, CA","INTEGRATED MEDICAL SYSTEMS, INC.",A,"6,273,089",#6273089,True,2001,Human Necessities
652,"Paris, FR","L'AIR LIQUIDE, SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE",F,"6,273,129",#6273129,True,2001,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
653,"Hyogo-ken, JP","SUMITOMO RUBBER INDUSTRIES, LTD.",B,"6,273,164",#6273164,True,2001,"Performing Operations, Transporting"
654,"Sugar Land, TX",SCHLUMBERGER TECHNOLOGY CORP.,E,"6,273,194",#6273194,True,2001,Fixed Construction
656,"Miami, FL","RETRAX SAFETY SYSTEMS, INC.",A,"6,273,870",#6273870,True,2001,Human Necessities
657,"Lyons, FR",RHONE-POULENC AGROCHIMIE,A,"6,274,156",#6274156,True,2001,Human Necessities
658,"Tokyo, JP",NEC CORPORATION,H,"6,274,404",#6274404,True,2001,Electricity
659,"Hsin Chu, TW","MOSEL VITELIC, INC.",H,"6,274,509",#6274509,True,2001,Electricity
660,"Brewster, NY","VANTICO, INC.",C,"6,274,673",#6274673,True,2001,"Chemistry, Metallurgy"
661,"Suwon, KR","SAMSUNG ELECTRONICS CO., LTD.",G,"6,275,221",#6275221,True,2001,Physics
662,"Amsterdam, NL",HEINEKEN TECHNICAL SERVICES B.V.,G,"6,275,603",#6275603,True,2001,Physics
663,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,G,"6,275,907",#6275907,True,2001,Physics
664,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,G,"6,275,965",#6275965,True,2001,Physics
665,"Cupertino, CA",GOPA ENTERPRISES,E,"6,276,108",#6276108,True,2001,Fixed Construction
669,"Tokyo, JP","GREEN SERVICE CO., LTD.",E,"6,276,811",#6276811,True,2001,Fixed Construction
670,SD,"SENCORE, INC.",G,"6,276,956",#6276956,True,2001,Physics
671,"Allentown, PA","AIR PRODUCTS AND CHEMICALS, INC.",B,"6,277,342",#6277342,True,2001,"Performing Operations, Transporting"
672,"St. Louis, MO",MCDONNELL DOUGLAS CORPORATION,B,"6,277,463",#6277463,True,2001,"Performing Operations, Transporting"
673,"Boise, ID","MICRON TECHNOLOGY, INC.",G,"6,277,526",#6277526,True,2001,Physics
675,"Taipei, TW",ARTIFICIAL PARALLAX ELECTRONICS CORP.,G,"6,278,501",#6278501,True,2001,Physics
676,"Jena, DE",CARL ZEISS JENA GMBH,G,"6,278,555",#6278555,True,2001,Physics
677,"Nagoya, JP","NGK SPARK PLUG CO., LTD.",G,"6,278,797",#6278797,True,2001,Physics
